Name,Team,POS,ADP,PA,mAVG,mRBI,mR,mSB,mHR,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Noelvi Marte ","CIN","3B/OF",130.5,517.041,-0.43438707847377306,-1.2406847860289971,-1.3026566216899493,1.1741535117002773,-0.8270715158773858,-2.6306464903698283,11.566005640439602,9.935359150069774,"Noelvi Marte","26517",682622
"Chandler Simpson ","TBR","OF",171.27000427246094,453.572,4.572849431203635,-6.2991686282750985,-2.1819831582518403,8.03934277389237,-6.658126157371828,-2.5270857388027594,11.382452412293102,9.855366673490341,"Chandler Simpson","31912",802415
"Kerry Carpenter ","DET","OF/DH",238.17999267578125,479.519,-0.2625573813498263,0.28976075273040314,-1.548150072210631,-2.333385185918042,1.2948523332758963,-2.5594795534721997,11.382452412293102,9.8229728588209,"Kerry Carpenter","25961",681481
"Luke Keaschall ","MIN","2B",134.22999572753906,533.907,2.9376502260037864,-2.484184894175927,-0.1375504998387897,2.7722583200216286,-3.110727795336014,-0.022554643325315624,8.834582257873738,9.812027614548423,"Luke Keaschall","33321",807712
"Jacob Wilson ","ATH","SS",192.08999633789062,565.066,6.846556118667619,-1.9751923659027686,-0.8784143358290639,-1.653330362941633,-4.328443012958206,-1.9888239589640508,10.666948205634506,9.678124246670457,"Jacob Wilson","33266",805779
"Iván Herrera ","STL","DH",153.27000427246094,535.855,2.1127994568019997,-0.47654084186389817,-0.2968877035845968,-1.0728857725806031,-0.5901112713618605,-0.323626132588959,8.834582257873738,9.51095612528478,"Ivan Herrera","20599",671056
"Jakob Marsee ","MIA","OF",151.5,571.478,-3.039430989222857,-2.6123862103640088,0.24566322193971526,4.619990268447671,-2.2866959199917214,-3.0728596291912003,11.382452412293102,9.309592783101902,"Jakob Marsee","31370",805300
"Willi Castro ","COL","2B/3B/OF",293,524.618,0.9163928269615847,-2.2766147673155683,-0.612428223864188,1.5940930876576096,-2.7326026538851855,-3.1111597304457486,11.382452412293102,9.271292681847353,"Willi Castro","17338",650489
"Luis Arraez ","SFG","1B/DH",291.8599853515625,608.422,7.669585220503873,-2.5475839749937856,-0.8102779405233218,-0.7584760991504772,-6.658126157371828,-3.10487895153554,11.255791750430232,9.15091279889469,"Luis Arraez","18568",650333
"Ryan Jeffers ","MIN","C/DH",334.7300109863281,504.142,-2.226605483449891,-1.9636366317202485,-2.3266066296149126,-2.4793095682137896,-1.2591939406603132,-10.255352253659156,18.308897936884783,9.053545683225627,"Ryan Jeffers","24618",680777
"Ramón Laureano ","SDP","OF",221,511.191,-1.2739988892446732,-0.7560958490080626,-0.5621291875309004,-0.6564795488090454,-0.1426886043807246,-3.3913920789734053,11.382452412293102,8.991060333319696,"Ramon Laureano","17128",657656
"Steven Kwan ","CLE","OF",172.67999267578125,645.573,2.3374799497208465,-2.6815401078397127,0.27197292332820955,1.7707552324807885,-5.224562393062269,-3.5258943953721373,11.382452412293102,8.856558016920964,"Steven Kwan","24610",680757
"Kyle Manzardo ","CLE","1B/DH",232.86000061035156,549.094,-3.028310978210846,1.6652275140617867,-1.284537828505751,-2.7564857394941775,1.7391236516708384,-3.66498338047815,11.255791750430232,8.590808369952082,"Kyle Manzardo","29794",700932
"Logan O'Hoppe ","LAA","C",260.2300109863281,450.266,-2.829904366322274,-1.7531290355424924,-3.674414857999366,-2.3339574448828087,-0.17259232450082018,-10.763998029247762,18.308897936884783,8.54489990763702,"Logan O'Hoppe","24729",681351
"Trent Grisham ","NYY","OF",266.54998779296875,526.393,-4.1557680076598675,-0.14994022477454724,-0.005034562793448814,-1.517846704891873,1.8642457621861501,-3.964343737933586,11.382452412293102,8.418108674359514,"Trent Grisham","18564",663757
"Colton Cowser ","BAL","OF",270.5,514.622,-3.3283818377242995,-0.7539440423507119,-0.5288583868113036,0.15784747458458695,0.4800835915771958,-3.973253200724533,11.382452412293102,8.409199211568568,"Colton Cowser","29591",681297
"Josh Bell ","MIN","1B/DH",675.8200073242188,542.767,-0.717090936660197,0.0683142649544614,-0.9367364459018315,-2.717912220969723,0.3847164975293444,-3.9187088410479456,11.255791750430232,8.337082909382286,"Josh Bell","13145",605137
"Daylen Lile ","WSN","OF",209.5500030517578,541.869,2.193073874891473,-2.04459559764414,-1.6025958657575823,1.2089627324685546,-3.832467467010064,-4.0776223230517585,11.382452412293102,8.304830089241342,"Daylen Lile","29995",695734
"Marcus Semien ","NYM","2B",260.5,580.546,-1.1820791771338506,-0.0940594810977459,0.29855379830614454,-0.6482523645164836,-0.1991414460640894,-1.824978670506025,8.834582257873738,8.009603587367712,"Marcus Semien","12533",543760
"Ozzie Albies ","ATL","2B",162.5500030517578,592.258,-1.1794270691901472,0.4291515933983054,-0.1568800464547613,-0.41463236963206535,-0.5936502884223916,-1.91543818030106,8.834582257873738,7.919144077572678,"Ozzie Albies","16556",645277
"Jackson Holliday ","BAL","2B",141.08999633789062,550.268,-0.09822563476105163,-1.8247308241160278,0.21699211161830748,1.3792006790276294,-1.7911211920767198,-2.117884860307862,8.834582257873738,7.716697397565876,"Jackson Holliday","31781",702616
"Kyle Teel ","CHW","C",186.17999267578125,462.804,-1.1507176744205798,-3.5572163336402354,-2.970259131200248,-1.5816024939005762,-2.44917998557185,-11.708975618733492,18.308897936884783,7.599922318151292,"Kyle Teel","33549",691019
"Luis García Jr. ","WSN","2B",232.91000366210938,504.981,1.9050270566801848,-0.9453678275851377,-2.3404921831974637,0.8684264426258911,-1.7643717426669967,-2.276778254143522,8.834582257873738,7.557804003730216,"Luis Garcia Jr.","20391",671277
"Jung Hoo Lee ","SFG","OF",335.45001220703125,559.728,2.722343117823574,-2.0747079046873806,-0.6925402312009068,-0.7311316259286391,-4.136785920642819,-4.912822564636171,11.382452412293102,7.46962984765693,"Jung Hoo Lee","33824",808982
"Lars Nootbaar ","STL","OF",714.4099731445312,527.285,-1.2175656656545604,-0.8989052962091428,-0.9800912396406575,-1.401241049700935,-0.5005942699192064,-4.998397521124502,11.382452412293102,7.384054891168598,"Lars Nootbaar","21454",663457
"Nolan Arenado ","ARI","3B",654.9500122070312,551.353,0.07064154115149901,0.3419923855398806,-2.044132430510448,-2.4350941328094087,-1.2428280971783745,-5.309420733806851,11.566005640439602,7.256584906632751,"Nolan Arenado","9777",571448
"Samuel Basallo ","BAL","C",174.5,425.353,-1.8906493860025866,-2.5750023032134446,-4.008559352317777,-2.254051931243464,-1.3593205256338827,-12.087583498411155,18.308897936884783,7.221314438473628,"Samuel Basallo","28824",694212
"Cedric Mullins ","TBR","OF",371.8599853515625,450.021,-2.7095805386108123,-2.8095427357848406,-1.8168537832826586,3.020864467878588,-0.8922913794569397,-5.207403969256662,11.382452412293102,7.175048443036438,"Cedric Mullins","17929",656775
"Xavier Edwards ","MIA","2B/SS",187.13999938964844,578.213,3.476975458448383,-4.491525070351673,-0.6900234471302598,5.087260168975314,-6.128206770531518,-2.745519660589753,8.834582257873738,7.089062597283985,"Xavier Edwards","22266",669364
"Masyn Winn ","STL","SS",282.17999267578125,610.953,-0.6708755815677656,-1.4194308328853986,-0.4938784595766371,0.527471977366833,-2.5763313489888424,-4.633044245651811,10.666948205634506,7.0339039599826965,"Masyn Winn","27479",691026
"Caleb Durbin ","BOS","3B",246.67999267578125,538.684,-0.29523899772009443,-3.0832461793816166,-1.3179229618738688,2.5629353522021585,-3.6822046987854815,-5.815677485558902,11.566005640439602,6.750328154880701,"Caleb Durbin","29646",702332
"Matt McLain ","CIN","2B",184.41000366210938,534.656,-2.3528897120783605,-1.660955871435407,-0.5359909851151875,1.5782550532659756,-0.7065118152459807,-3.67809333060896,8.834582257873738,6.156488927264778,"Matt McLain","29695",680574
"Tyler Stephenson ","CIN","C",275.6400146484375,425.234,-1.8018790895775427,-2.688535752054045,-4.1565893502855,-2.8846913046365903,-1.6245555683802666,-13.156251064933944,18.308897936884783,6.152646871950839,"Tyler Stephenson","17988",663886
"Ryan O'Hearn ","PIT","1B/OF/DH",310.9100036621094,509.049,1.4804237965687392,-1.5041376044901074,-1.9864523422332212,-2.0329382285834003,-2.2785548820306425,-6.321659260768633,11.382452412293102,6.060793151524468,"Ryan O'Hearn","16442",656811
"Austin Wells ","NYY","C",244.08999633789062,447.672,-4.547871678318626,-2.3350265135120902,-3.6203626326079004,-2.1593335457102416,-0.6134441082460819,-13.276038478394941,18.308897936884783,6.032859458489844,"Austin Wells","27562",669224
"Carlos Correa ","HOU","3B/SS",280.6400146484375,550.427,1.1687822192305484,-0.9517544209109381,-1.2626731752793054,-3.0417388672025067,-1.6122914132034367,-5.6996756573656375,10.666948205634506,5.96727254826887,"Carlos Correa","14162",621043
"Jonathan India ","KCR","2B/3B/OF/DH",657.9500122070312,524.719,-0.8152493460156186,-1.8756553999547005,-0.9188001452143106,-0.6026381697327111,-2.2134538515010114,-6.4257969124183525,11.382452412293102,5.956655499874749,"Jonathan India","21523",663697
"Harrison Bader ","SFG","OF",447.4100036621094,485.059,-1.9336913238486149,-2.936987608172134,-1.459808312885183,1.4364840961943426,-1.6646789307936904,-6.558682079505279,11.382452412293102,5.823770332787822,"Harrison Bader","18030",664056
"Jordan Walker ","STL","OF",374.04998779296875,507.672,-2.1868109210571536,-1.003891254754823,-2.0017641223159117,-0.7792229492278223,-0.6391938665063209,-6.610883113862032,11.382452412293102,5.771569298431069,"Jordan Walker","27475",691023
"Brendan Donovan ","SEA","2B",323.2300109863281,548.16,1.907661536095144,-0.9505265795141213,-1.1549820809948725,-1.7097833251462833,-2.166473237682227,-4.07410368724236,8.834582257873738,5.760478570631378,"Brendan Donovan","24679",680977
"Jesús Sánchez ","TOR","OF",674.77001953125,439.917,-0.6392374657837584,-2.3365666720489746,-2.2961479723079754,-0.4598873477067066,-0.9873714559743776,-6.719210913821793,11.382452412293102,5.663241498471309,"Jesus Sanchez","19913",660821
"Brandon Lowe ","PIT","2B",191.27000427246094,533.93,-2.1264063395779207,0.6041608728096091,-1.3095099844868687,-1.9297522222733623,0.4278412061544703,-4.333666467374072,8.834582257873738,5.500915790499667,"Brandon Lowe","18882",664040
"Francisco Alvarez ","NYM","C",178.72999572753906,437.92,-3.70901721932551,-2.4016286306126013,-4.018529745590078,-2.9104390933797446,-1.0291649746960008,-14.068779663603936,18.308897936884783,5.240118273280847,"Francisco Alvarez","26121",682626
"Max Muncy ","LAD","3B",256.7300109863281,459.018,-3.7599213601304156,-0.668001637653384,-1.1861252683897494,-2.4424976927218465,0.6530019132375346,-7.403544045657862,11.566005640439602,5.162461594781741,"Max Muncy","13301",571970
"Ernie Clement ","TOR","2B/3B/SS",321.2300109863281,555.349,0.3147706864622164,-2.1854123186438295,-1.7189806387391664,0.00729886021696778,-3.1378645885396104,-6.7201879992434215,10.666948205634506,4.946760206391087,"Ernie Clement","20352",676391
"Bo Naylor ","CLE","C",599.5900268554688,449.241,-5.034862147701978,-2.774533997237955,-3.7273640664932417,-1.6166210899805007,-1.2493181349786457,-14.40269943639232,18.308897936884783,4.9061985004924615,"Bo Naylor","21865",666310
"Josh Jung ","TEX","3B",485.0899963378906,517.759,-1.1056789584372435,-1.024385362638336,-2.4923625855129408,-2.032549173016325,-1.1449953796848646,-7.79997145928971,11.566005640439602,4.766034181149893,"Josh Jung","26299",673962
"Matt Wallner ","MIN","OF",440.0899963378906,479.933,-4.390652616670198,-0.6776646390639736,-1.5658745643377507,-1.910647587895889,0.921538631625069,-7.6233007763427425,11.382452412293102,4.759151635950358,"Matt Wallner","26466",670242
"Carter Jensen ","KCR","C/DH",999,384.714,-1.5869058200925228,-3.9224832411475816,-4.461949867437166,-1.7593153979285672,-2.886190474744346,-14.616844801350185,18.308897936884783,4.692053135534597,"Carter Jensen","29478",695600
"Jorge Polanco ","NYM","2B/DH",225.17999267578125,507.418,-1.4302989383877984,-0.6547628971776072,-1.6332428787739421,-1.5083654257553023,0.05522751558460659,-5.1714426245100436,8.834582257873738,4.663139633363695,"Jorge Polanco","13152",593871
"Andrew Benintendi ","CHW","OF/DH",999,493.732,-0.7427883164501561,-1.4280244240471478,-2.6439508207150815,-2.220886939399209,-0.7562664989514777,-7.791916999563072,11.382452412293102,4.590535412730029,"Andrew Benintendi","17901",643217
"Royce Lewis ","MIN","3B",168.5500030517578,486.412,-2.3390122719449815,-1.8320387854704279,-2.538396134574485,-0.34634697008656234,-1.0366624959768984,-8.092456658053356,11.566005640439602,4.473548982386246,"Royce Lewis","20437",668904
"Sal Frelick ","MIL","OF",205.41000366210938,546.978,-0.23200049861211905,-3.3446686117782924,-1.7090161086796092,1.8072860475011554,-4.617280215033922,-8.095679386602786,11.382452412293102,4.286773025690314,"Sal Frelick","29622",686217
"Jeff McNeil ","ATH","2B/OF",693.1799926757812,535.158,0.12936513137893146,-1.998955739483252,-1.6865746618994075,-2.3510411617175375,-2.463562031417106,-8.37076846313837,11.382452412293102,4.01168394915473,"Jeff McNeil","15362",643446
"Jorge Soler ","LAA","OF/DH",674,479.986,-3.4720730150896624,-0.5456869476438001,-2.4588565233819644,-2.958650652896271,1.0339241768880398,-8.401342962123657,11.382452412293102,3.9811094501694444,"Jorge Soler","14221",624585
"Dillon Dingler ","DET","C",240.08999633789062,416.06,-1.2872181525223954,-3.477228732459674,-4.997277314860053,-2.6711562404891924,-2.9425209118926814,-15.375401352223996,18.308897936884783,3.933496584660787,"Dillon Dingler","27464",693307
"Andrés Giménez ","TOR","2B",479.54998779296875,558.159,-1.361632919075903,-3.5094253181299804,-0.8004277431122859,3.534829089351898,-3.8105856271206604,-5.947242518086931,8.834582257873738,3.8873397397868072,"Andres Gimenez","19950",665926
"Nolan Schanuel ","LAA","1B",598.6799926757812,599.165,0.2899607401498932,-2.7638989817760518,-0.706030017923193,-1.4083353640036906,-3.8187552369625952,-8.407058860515637,11.255791750430232,3.848732889914595,"Nolan Schanuel","33189",694384
"Addison Barger ","TOR","3B/OF",209.41000366210938,473.107,-2.0761596546805463,-1.515458289182597,-2.42781374350534,-1.8722311008551704,-0.7947268480269165,-8.68638963625057,11.382452412293102,3.696062776042531,"Addison Barger","24598",680718
"Josh Lowe ","LAA","OF",258.7300109863281,471.234,-3.0702331024304397,-3.9561206412332957,-2.3648179199734822,3.14787360266873,-2.5164521543660476,-8.759750215334535,11.382452412293102,3.622702196958566,"Josh Lowe","19953",666139
"Edgar Quero ","CHW","C/DH",636.4500122070312,428.373,0.08832202420383709,-4.190481864801242,-4.832932927430302,-2.943051994451169,-3.850363529520102,-15.72850829199898,18.308897936884783,3.5803896448858024,"Edgar Quero","28022",700337
"Colson Montgomery ","CHW","SS",231.82000732421875,549.487,-5.508299876305197,-0.15317247991645794,-1.3999595687940236,-2.106327870358934,1.0300578819195256,-8.137701913455086,10.666948205634506,3.529246292179421,"Colson Montgomery","29712",695657
"Joey Ortiz ","MIL","SS",732.6400146484375,540.833,-1.7947182190370976,-2.366634176841353,-2.066728519526791,0.9649317802952302,-2.933640251833998,-8.196789386944008,10.666948205634506,3.4701588186904995,"Joey Ortiz","25493",687401
"Carlos Narváez ","BOS","C",596.5900268554688,415.426,-3.248684279069199,-3.1416163698671937,-4.940761807214235,-2.348894130061939,-2.1625153828227894,-15.842471969035357,18.308897936884783,3.4664259678494265,"Carlos Narvaez","19722",665966
"Carson Kelly ","CHC","C",621.3200073242188,370.236,-1.791856022375567,-3.7444884436281014,-5.32079253737398,-2.812324668332938,-2.3225237598628676,-15.991985431573452,18.308897936884783,3.3169125053113286,"Carson Kelly","13620",608348
"Jac Caglianone ","KCR","OF",214.32000732421875,512.393,-2.9831558428120357,-0.8445991243923523,-2.193925056809535,-2.1507056579108768,-0.8956050682752683,-9.067990750200067,11.382452412293102,3.314461662093033,"Jac Caglianone","35041",695506
"Tommy Edman ","LAD","2B/OF",421.17999267578125,462.234,-1.004317437871313,-3.115070062269388,-2.1583119025984447,-0.07316108097324032,-2.775909183570302,-9.126769667282689,11.382452412293102,3.255682745010413,"Tommy Edman","19470",669242
"Victor Caratini ","MIN","C/DH",733.0499877929688,364.925,-0.3993313170547431,-4.316460599761771,-5.666456046030876,-2.9204763279605066,-3.0494972806209324,-16.352221571428828,18.308897936884783,2.956676365455956,"Victor Caratini","14968",605170
"Jake Cronenworth ","SDP","2B",999,579.657,-2.373816543361731,-1.0598934190245408,-0.40457879786902967,-1.7479022864179095,-1.298403002886356,-6.884594049559568,8.834582257873738,2.9499882083141715,"Jake Cronenworth","18036",630105
"Jared Triolo ","PIT","1B/3B/SS",999,507.388,-1.245961893804344,-3.3115006613646565,-2.0957133117300377,0.5140633293178988,-3.4809446947186444,-9.620057232299786,11.566005640439602,2.9459484081398184,"Jared Triolo","25807",669707
"TJ Friedl ","CIN","OF",267.04998779296875,577.163,-3.277211541974549,-3.0503717161765267,-0.863891157860531,0.25266084115719323,-2.583361330401193,-9.522174905255607,11.382452412293102,2.8602775070374937,"TJ Friedl","19522",670770
"Brandon Marsh ","PHI","OF",695.4099731445312,466.266,-0.6417606999702468,-3.3728771478138824,-2.4387332443406837,-0.1948414990405766,-2.8956393256155,-9.54385191678089,11.382452412293102,2.8386004955122113,"Brandon Marsh","20202",669016
"Isaac Paredes ","HOU","3B",212.0500030517578,489.415,-2.517284790296859,-1.723273854460722,-2.183779500056487,-2.868722410675177,-0.5653388012990709,-9.858399356788315,11.566005640439602,2.7076062836512884,"Isaac Paredes","20036",670623
"Victor Scott II ","STL","OF",396.0899963378906,507.659,-4.504955836434354,-5.759711218723654,-1.6820497274637125,6.295167624524365,-4.093159905380862,-9.744709063478217,11.382452412293102,2.637743348814885,"Victor Scott II","31349",687363
"Justin Crawford ","PHI","OF",999,393.047,1.671015287583158,-5.785648475432927,-3.9957804801407812,3.0482891824629945,-4.975590432430883,-10.03771491795844,11.382452412293102,2.3447374943346624,"Justin Crawford","sa3020240",702222
"Moisés Ballesteros ","CHC","C/1B/DH",635.6799926757812,348.759,0.2650720979894477,-4.657790768457037,-6.008532734291225,-2.7681239726053732,-3.8578155955360023,-17.02719097290019,18.308897936884783,2.2817069639845933,"Moises Ballesteros","28820",694208
"Tyler Freeman ","COL","OF/DH",732.5,333.853,3.51343805223812,-5.669146390491722,-4.580755414380703,1.0310382961030402,-4.564323045569108,-10.269748502100374,11.382452412293102,2.112703910192728,"Tyler Freeman","22532",671289
"Giancarlo Stanton ","NYY","OF/DH",245.22999572753906,400.898,-3.9264357526330382,-1.078657770439984,-3.858475764086236,-3.147226812767807,1.6598516175977258,-10.35094448232934,11.382452412293102,2.0315079299637624,"Giancarlo Stanton","4949",519317
"Lane Thomas ","KCR","OF",713.4500122070312,387.995,-2.0817711309659033,-4.284313361498212,-3.5587607879060856,1.8293348783969448,-2.5138965944317873,-10.609406996405044,11.382452412293102,1.773045415888058,"Lane Thomas","16939",657041
"Jake Meyers ","HOU","OF",999,446.483,-0.27207807771604325,-4.045762153512677,-3.161542049585358,-0.036102226018553896,-3.3414350187901842,-10.856919525622818,11.382452412293102,1.5255328866702835,"Jake Meyers","20308",676694
"J.P. Crawford ","SEA","SS",999,597.065,-1.9303559892955953,-2.097696653843537,-1.0796024192446907,-1.8587088494434603,-3.2086637612171613,-10.175027673044445,10.666948205634506,1.491920532590063,"J.P. Crawford","15491",641487
"Tyler O'Neill ","BAL","OF",999,360.768,-1.7261697859419647,-2.8828099993360783,-3.9920947180291666,-2.027259786065316,-0.32330445048795087,-10.951638739860478,11.382452412293102,1.4308136724326237,"Tyler O'Neill","15711",641933
"Anthony Volpe ","NYY","SS",694.1400146484375,451.885,-2.9397361512648383,-3.7459104281119875,-2.8491639996799196,1.5891575248510428,-2.343787408148303,-10.289440462354005,10.666948205634506,1.377507743280502,"Anthony Volpe","27647",683011
"Wenceel Pérez ","DET","OF",733.1799926757812,463.329,-2.6390274699194274,-3.6924249815863526,-2.6655215804027006,0.3994116519667029,-2.6196031378642823,-11.21716551780606,11.382452412293102,1.1652868944870407,"Wenceel Perez","22857",672761
"Colt Keith ","DET","2B/3B/DH",480.95001220703125,475.223,0.19914257579794653,-2.4456439201987488,-2.31962647484239,-2.0803714432879725,-2.1880829953425738,-8.834582257873738,8.834582257873738,1,"Colt Keith","27899",690993
"Konnor Griffin ","PIT","SS",999,372.141,0.4902186612448275,-4.680565245978635,-4.529299126431938,1.3148263987995614,-3.2621288932683234,-10.666948205634506,10.666948205634506,1,"Konnor Griffin","sa3065496",804606
"Bryce Eldridge ","SFG","1B/DH",999,405.057,-1.5087269131336887,-2.17727194445457,-4.166811128804228,-2.578292753407165,-0.8246890106305805,-11.255791750430232,11.255791750430232,1,"Bryce Eldridge","33390",805811
"Gavin Sheets ","SDP","OF/DH",693.3200073242188,483.267,-1.9494429325506433,-2.0023178562218646,-3.1772254107757414,-2.5419703070863697,-1.7114959056584824,-11.382452412293102,11.382452412293102,1,"Gavin Sheets","19901",657757
"Mark Vientos ","NYM","3B/DH",369.7699890136719,450.43,-2.5448718184544323,-1.684179670081594,-3.7646255163871762,-2.9468921296420847,-0.6254365058743185,-11.566005640439602,11.566005640439602,1,"Mark Vientos","22184",668901
"Sean Murphy ","ATL","C",641.0499877929688,331.632,-2.7651853503737276,-4.225039983607574,-5.904318525164379,-3.120670384795383,-2.2936836929437168,-18.308897936884783,18.308897936884783,1,"Sean Murphy","19352",669221
"Trevor Larnach ","MIN","OF/DH",731.3200073242188,443.704,-0.6092242163254549,-3.0650973719345407,-3.400610151839481,-1.99370473204191,-2.382399058320091,-11.451035530461478,11.382452412293102,0.9314168818316224,"Trevor Larnach","21501",663616
"Connor Norby ","MIA","3B",631.0499877929688,436.33,-1.058333459046353,-3.165555056603225,-3.973758985973416,-0.8091545592847209,-2.794054925357363,-11.80085698626508,11.566005640439602,0.7651486541745235,"Connor Norby","29592",681393
"Mike Yastrzemski ","ATL","OF",999,441.995,-2.892982562430957,-2.4039758789729886,-3.1235594245238305,-1.9390802087710481,-1.304465436515185,-11.66406351121401,11.382452412293102,0.7183889010790914,"Mike Yastrzemski","14854",573262
"Evan Carter ","TEX","OF",292.7699890136719,416.029,-2.0275620237749368,-4.908971666029816,-3.2731505028848193,1.5053432646227256,-3.2999171537827254,-12.004258081849573,11.382452412293102,0.37819433044352924,"Evan Carter","27790",694497
"Freddy Fermin ","SDP","C",732.72998046875,429.167,-2.907089007876614,-4.782219605260928,-5.235010070411578,-2.402420008153552,-3.727412881949821,-19.054151573652494,18.308897936884783,0.25474636323228994,"Freddy Fermin","21840",666023
"Dylan Beavers ","BAL","OF",441.5,407.942,-1.4571059151372363,-4.2952022563816685,-3.5796286949659395,0.058327189948215494,-2.859261152357418,-12.132870828894047,11.382452412293102,0.24958158339905478,"Dylan Beavers","31695",687637
"Ke'Bryan Hayes ","CIN","3B",999,503.689,-1.5797462641923499,-3.570267424108778,-3.2810416543375442,-0.22357509692622907,-3.80394883375054,-12.458579273315442,11.566005640439602,0.10742636712416087,"Ke'Bryan Hayes","18577",663647
"Spencer Horwitz ","PIT","1B",999,477.487,-0.3751126158358324,-2.6946704138822435,-3.35276120553187,-2.6449196876578673,-3.1956729711612977,-12.263136894069111,11.255791750430232,-0.00734514363887917,"Spencer Horwitz","26477",687462
"Spencer Steer ","CIN","1B",287.45001220703125,437.757,-2.5095656390827137,-3.3821739395217727,-3.509933417971709,-0.783441660435102,-2.116998103856466,-12.302112760867763,11.255791750430232,-0.04632101043753045,"Spencer Steer","26323",668715
"Joey Bart ","PIT","C",999,323.642,-1.3021225335011022,-5.240700517572926,-6.41200752061051,-2.9029191439461086,-3.499769018676028,-19.357518734306677,18.308897936884783,-0.04862079742189507,"Joey Bart","21524",663698
"Jake McCarthy ","COL","OF",639.22998046875,357.129,1.3124160776980798,-6.245646820502387,-4.518639805662138,1.874732507782818,-5.036282464595974,-12.613420505279603,11.382452412293102,-0.23096809298650145,"Jake McCarthy","21622",664983
"Austin Hays ","CHW","OF/DH",637.5499877929688,451.605,-1.5107370692837587,-2.933935211341655,-4.023649063217762,-2.137157881692973,-2.1303005871580276,-12.73577981269418,11.382452412293102,-0.3533274004010776,"Austin Hays","19363",669720
"Brooks Lee ","MIN","2B/3B/SS",539.6400146484375,547.645,-2.444035115176778,-1.9215829015522836,-2.9305124120041697,-2.0838344045293433,-2.683199923802956,-12.06316475706553,10.666948205634506,-0.39621655143102297,"Brooks Lee","31595",686797
"Patrick Bailey ","SFG","C",999,487.569,-5.412413783440448,-3.8434877825658225,-4.527152457665798,-2.632423281802108,-3.380636613365549,-19.796113918839726,18.308897936884783,-0.4872159819549433,"Patrick Bailey","27478",672275
"Alek Thomas ","ARI","OF",999,439.015,-1.4611664960192323,-3.7039586392974337,-3.6824833716376175,-0.6332193321815817,-3.3937293530871924,-12.874557192223058,11.382452412293102,-0.4921047799299574,"Alek Thomas","23792",677950
"José Caballero ","NYY","2B/3B/SS/OF",211.17999267578125,352.065,-3.6225279728913646,-7.213385178744815,-3.9952461948794236,6.601491183154185,-4.003394198702577,-12.233062362063997,10.666948205634506,-0.5661141564294887,"Jose Caballero","23401",676609
"Ryan McMahon ","NYY","3B",713.9500122070312,481.768,-5.293815791438361,-2.3139545215232538,-2.848141601957569,-2.096852271390502,-0.9488007155410875,-13.50156490185077,11.566005640439602,-0.9355592614111687,"Ryan McMahon","15112",641857
"Chase DeLauter ","CLE","OF",999,462.684,-1.7069643594854944,-2.869194010921882,-4.1257913595409645,-1.9403504094082609,-2.7365997950808003,-13.3788999344374,11.382452412293102,-0.9964475221443003,"Chase DeLauter","32127",800050
"Parker Meadows ","DET","OF",999,467.826,-4.393883680034386,-4.449758983620403,-2.488028938393041,0.8363529058746328,-2.885467086669955,-13.380785782843152,11.382452412293102,-0.9983333705500503,"Parker Meadows","23800",678009
"Chase Meidroth ","CHW","2B/SS",601.9099731445312,530.264,-0.33366663352845993,-4.723712410790831,-2.490141893685899,-0.05974265440700373,-5.137819948527025,-12.745083540939218,10.666948205634506,-1.0781353353047112,"Chase Meidroth","31580",805367
"Isaac Collins ","KCR","OF",524.3200073242188,399.859,-1.2337259261118674,-5.1414421047497845,-3.6771962195451158,0.5966731062973433,-4.032694175499365,-13.488385319608788,11.382452412293102,-1.1059329073156876,"Isaac Collins","25477",686555
"Dominic Canzone ","SEA","OF",617.9500122070312,409.545,-2.2128332966384963,-2.654068536365406,-4.869775890514586,-2.1371878643526427,-1.810480589439218,-13.68434617731035,11.382452412293102,-1.301893765017247,"Dominic Canzone","26438",686527
"Marcelo Mayer ","BOS","3B",599.5900268554688,403.342,-0.8247807827556752,-3.769679645464322,-4.852002293980729,-1.1977223509089538,-3.3939475383591815,-14.03813261146886,11.566005640439602,-1.4721269710292582,"Marcelo Mayer","29668",691785
"Brady House ","WSN","3B",999,488.264,-2.2752072101035377,-2.601941442141274,-4.551240001424065,-1.5541365082210854,-3.0943700688656817,-14.076895230755644,11.566005640439602,-1.5108895903160406,"Brady House","29993",691781
"Miguel Andujar ","SDP","3B/OF/DH",999,424.62,0.21329300561904788,-3.7847000870468497,-4.772812276848109,-2.3372411572739273,-3.4261418791546947,-14.107602394704534,11.566005640439602,-1.5415967542649311,"Miguel Andujar","15878",609280
"Zach McKinstry ","DET","3B/SS/OF",503.45001220703125,425.678,-2.3128926000181056,-5.211502436170467,-3.3582022669589175,1.466701440278881,-3.9095755057888244,-13.325471368657436,10.666948205634506,-1.6585231630229273,"Zach McKinstry","19392",656716
"Gavin Lux ","TBR","OF/DH",999,444.548,0.10944956099956826,-4.109158637098602,-3.8896468017416495,-1.9698949052213715,-4.361927796258955,-14.221178579321013,11.382452412293102,-1.83872616702791,"Gavin Lux","19955",666158
"Rhys Hoskins ",,"1B",999,402.173,-3.960584337258143,-2.5784553230697482,-4.274465578009007,-2.374809501740404,-0.9625392447061624,-14.150853984783463,11.255791750430232,-1.8950622343532335,"Rhys Hoskins","16472",656555
